InvoiceID,CustomerID,TariffID,BillingDate,DueDate,PaymentDate,Consumption_kWh,Amount_EUR,Discount_EUR,PaymentStatus,BillType,ComplaintFlag,PaymentChannel,Notes
INV-10427,C032,EL-GREEN,2024-04-08,2024-05-06,2024-05-01,1292.9,201.23,0,Paid,Actual,No,Direct Debit,
INV-10428,C021,EL-FIX12,2025-02-09,2025-03-12,,2057.2,303.79,0,Overdue,Actual,Yes,Web Banking,
INV-10429,C023,EL-VAR,2025-02-05,2025-03-05,2025-04-03,1585.9,213.54,0,Late,Actual,No,Cash,
INV-10430,C017,GAS-VAR,2024-05-11,2024-06-10,2024-06-22,736.3,51.7,0,Late,Actual,No,Web Banking,
INV-10431,C058,EL-FIX12,2025-03-11,2025-04-06,2025-04-02,483.2,75.57,0,Paid,Actual,No,Card,
INV-10432,C014,GAS-VAR,2024-08-07,2024-08-27,2024-09-24,225.2,17.96,0,Late,Actual,No,Card,
INV-10433,C050,EL-FIX12,2024-11-18,2024-12-14,2024-12-12,697.2,106.6,0,Paid,Estimated,No,Web Banking,
INV-10434,C033,DUAL-SAVE,2024-12-04,2024-12-29,2024-12-24,430,58.24,0,Paid,Estimated,No,Cash,
INV-10435,C020,EL-GREEN,2024-07-20,2024-08-15,2024-08-07,1605.9,248.49,0,Paid,Actual,No,Bank Transfer,
INV-10436,C014,GAS-FIX,2025-12-15,2026-01-12,,1236.1,91.56,0,Pending,Actual,No,Cash,
INV-10437,C055,GAS-FIX,2024-11-17,2024-12-12,2024-12-07,1155.7,85.86,0,Paid,Actual,No,Card,
INV-10438,C038,EL-FIX12,2025-07-10,2025-07-31,2025-08-02,-120,107.65,0,Late,Actual,No,Web Banking,
INV-10439,C026,GAS-FIX,2024-11-19,2024-12-13,,1501.6,110.41,0,Overdue,Estimated,No,Bank Transfer,
INV-10440,C013,GAS-FIX,2025-07-09,2025-07-29,2025-07-22,312.1,25.96,0,Paid,Actual,No,Card,
INV-10441,C017,DUAL-SAVE,2025-03-09,2025-04-02,2025-03-26,491.7,65.53,0,Paid,Estimated,No,Direct Debit,
INV-10442,C059,EL-GREEN,2024-06-25,2024-07-25,2024-08-26,964.7,146.9,4.76,Late,Estimated,No,Bank Transfer,
INV-10443,C057,EL-VAR,2024-06-07,2024-07-03,,1999.9,268.19,0,Pending,Estimated,No,Direct Debit,
INV-10444,C043,EL-VAR,2025-01-15,2025-02-14,2025-03-10,1308.8,176.96,0,Late,Estimated,No,Web Banking,
INV-10445,C018,GAS-VAR,2024-06-17,2024-07-08,2024-07-03,1908.2,129.04,0,Paid,Actual,Yes,Card,
INV-10446,C044,EL-VAR,2024-04-17,2024-05-07,2024-05-07,490,60.53,8.35,Paid,Actual,No,Card,
INV-10447,C038,GAS-VAR,2024-12-23,2025-01-20,2025-01-12,1251.2,77.72,7.96,Paid,Estimated,No,Card,
INV-10448,C033,EL-GREEN,2024-06-23,2024-07-22,2024-08-17,181.5,33.4,0,Late,Actual,No,Direct Debit,
INV-10449,C048,EL-VAR,2025-05-14,2025-06-05,,3313.9,441.63,0,Overdue,Actual,No,Cash,
INV-10450,C022,GAS-FIX,2024-12-09,2025-01-04,2024-12-27,1413,104.12,0,Paid,Estimated,No,Bank Transfer,
INV-10451,C003,EL-FIX12,2024-07-17,2024-08-13,2024-08-12,2063.5,304.71,0,Paid,Actual,No,Web Banking,
INV-10452,C044,GAS-VAR,2024-03-02,2024-03-26,2024-03-19,432.1,31.62,0,Paid,Actual,No,Cash,
INV-10453,C004,DUAL-SAVE,2024-08-20,2024-09-09,2024-09-08,1537.3,188.91,0,Paid,Estimated,No,Bank Transfer,
INV-10454,C024,GAS-VAR,2024-09-24,2024-10-25,2024-10-19,411.7,30.27,0,Paid,Actual,No,Web Banking,
INV-10455,C060,EL-GREEN,2025-05-22,2025-06-16,2025-06-11,1553.2,240.54,0,Paid,Actual,No,Cash,
INV-10456,C030,EL-GREEN,2024-12-10,2025-01-10,2025-01-13,591.6,95.33,0,Late,Actual,No,Bank Transfer,
INV-10457,C008,EL-VAR,2024-10-04,2024-11-03,2024-10-31,391.8,55.91,0,Paid,Actual,No,Card,
INV-10458,C001,EL-VAR,2024-10-24,2024-11-13,2024-11-08,4227.1,562.17,0,Paid,Actual,No,Card,
INV-10459,C034,DUAL-SAVE,2025-02-24,2025-03-19,2025-03-14,343.1,47.99,0,Paid,Actual,No,Bank Transfer,
INV-10460,C044,EL-GREEN,2024-06-05,2024-07-06,2024-07-02,747.5,118.87,0,Paid,Actual,No,Bank Transfer,
INV-10461,C018,EL-FIX12,2024-12-17,2025-01-13,2025-02-09,12060.2,1754.23,0,Late,Actual,No,Direct Debit,
INV-10462,C015,GAS-VAR,2025-07-21,2025-08-14,2025-08-06,1616.4,109.78,0,Paid,Actual,No,Direct Debit,
INV-10463,C999,GAS-FIX,2025-06-19,2025-07-18,2025-07-13,433,15.54,19,Paid,Actual,No,Card,
INV-10464,C059,EL-FIX12,2025-07-25,2025-08-16,2025-08-12,530.7,76.95,5.5,Paid,Actual,No,Bank Transfer,
INV-10465,C031,DUAL-SAVE,2025-10-21,2025-11-13,2025-11-08,1237.6,153.54,0,Paid,Actual,No,Cash,
INV-10466,C009,EL-VAR,2024-07-20,2024-08-20,2024-08-16,778.2,106.92,0,Paid,Actual,Yes,Web Banking,
INV-10467,C057,EL-GREEN,2024-07-05,2024-07-30,2024-07-24,1079.3,157.86,11.12,Paid,Actual,No,Cash,
INV-10468,C012,DUAL-SAVE,2025-04-10,2025-05-11,2025-05-06,502.5,46.94,19.85,Paid,Actual,No,Card,
INV-10469,C001,EL-VAR,2024-05-08,2024-05-28,2024-05-28,8819.3,1168.35,0,Paid,Actual,Yes,Web Banking,
INV-10470,C020,GAS-FIX,2025-07-12,2025-08-10,2025-08-09,468.2,37.04,0,Paid,Estimated,No,Direct Debit,
INV-10471,C046,GAS-VAR,2025-04-14,2025-05-15,2025-05-07,366.3,27.27,0,Paid,Actual,Yes,Web Banking,
INV-10472,C042,GAS-FIX,2024-09-12,2024-10-08,2024-11-02,4595.4,310.21,19.86,Late,Actual,No,Bank Transfer,
INV-10473,C014,EL-FIX12,2024-06-09,2024-07-03,,1055.6,158.56,0,Overdue,Actual,Yes,Bank Transfer,
INV-10474,C007,GAS-VAR,2024-09-08,2024-10-03,2024-10-09,414.9,13.22,17.27,Late,Actual,No,Cash,
INV-10475,C039,EL-GREEN,2024-09-01,2024-09-28,2024-09-23,5314.6,797.47,11.03,Paid,Actual,No,Cash,
INV-10476,C020,EL-FIX12,2025-05-11,2025-06-06,2025-06-01,1393,207.48,0,Paid,Actual,No,Card,
INV-10477,C043,GAS-FIX,2025-03-13,2025-04-08,2025-04-04,990.4,74.12,0,Paid,Actual,No,Bank Transfer,
INV-10478,C012,EL-FIX12,2025-06-18,2025-07-09,2025-08-07,594.2,91.66,0,Late,Actual,Yes,Cash,
INV-10479,C028,EL-VAR,2024-06-12,2024-07-12,2024-08-05,435.7,61.72,0,Late,Actual,No,Direct Debit,
INV-10480,C004,EL-GREEN,2024-01-17,2024-02-07,2024-02-03,1467.8,227.64,0,Paid,Actual,No,Direct Debit,
INV-10481,C009,GAS-FIX,2025-07-09,2025-08-04,2025-07-30,282.6,23.87,0,Paid,Actual,Yes,Bank Transfer,
INV-10482,C020,GAS-VAR,2025-10-17,2025-11-14,2025-11-12,1009,69.69,0,Paid,Actual,No,Cash,
INV-10483,C029,EL-VAR,2025-04-14,2025-05-09,2025-05-04,3272.3,436.14,0,Paid,Actual,No,Card,
INV-10484,C034,DUAL-SAVE,2025-06-14,2025-07-14,2025-07-07,358.3,49.78,0,Paid,Actual,No,Bank Transfer,
INV-10485,C026,EL-GREEN,2024-03-21,2024-04-14,,1021.1,145.06,15.12,Overdue,Actual,No,Bank Transfer,
INV-10486,C035,DUAL-SAVE,2025-05-16,2025-06-12,2025-06-10,983.1,123.5,0,Paid,Actual,No,Direct Debit,
INV-10487,C007,DUAL-SAVE,2025-09-11,2025-10-12,2025-10-04,802.9,86.48,15.76,Paid,Actual,No,Bank Transfer,
INV-10488,C052,DUAL-SAVE,2025-07-22,2025-08-11,,593.4,77.52,0,Overdue,Actual,No,Direct Debit,
INV-10489,C053,EL-FIX12,2025-07-01,2025-07-29,2025-07-26,7240.9,1055.43,0,Paid,Actual,No,Cash,
INV-10490,C008,UNKNOWN,2025-08-13,2025-09-05,2025-08-31,338.6,47.46,0,Paid,Actual,No,Cash,
INV-10491,C019,EL-VAR,2025-12-22,2026-01-12,2026-01-08,7280.1,965.18,0,Paid,Actual,No,Cash,
INV-10492,C015,DUAL-SAVE,2025-08-05,2025-08-31,2025-08-27,1666.8,204.19,0,Paid,Estimated,No,Web Banking,
INV-10493,C008,DUAL-SAVE,2024-02-12,2024-03-09,2024-03-01,498,66.26,0,Paid,Actual,No,Web Banking,
INV-10494,C021,DUAL-SAVE,2025-02-15,2025-03-08,2025-03-02,1635.1,191.76,8.68,Paid,Estimated,No,Bank Transfer,
INV-10495,C043,EL-VAR,2025-12-05,2025-12-25,2025-12-24,1406,189.79,0,Paid,Estimated,No,Bank Transfer,
INV-10496,C050,EL-GREEN,2025-04-13,2025-05-04,2025-05-24,134,23.58,2.66,Late,Actual,No,Bank Transfer,
INV-10497,C046,GAS-VAR,2025-02-04,2025-03-06,,572.2,40.87,0,Overdue,Actual,No,Web Banking,
INV-10498,C025,GAS-VAR,2025-04-24,2025-05-19,,213,17.16,0,Overdue,Actual,Yes,Cash,
INV-10499,C033,GAS-VAR,2024-02-24,2024-03-19,2024-03-11,432.2,31.62,0,Paid,Actual,No,Bank Transfer,
INV-10500,C035,DUAL-SAVE,2024-09-03,2024-09-30,2024-10-31,1803.6,211.24,9.08,Late,Estimated,Yes,Direct Debit,
INV-10501,C047,EL-GREEN,2024-11-20,2024-12-10,2024-12-02,618.5,99.39,0,Paid,Actual,No,Cash,
INV-10502,C058,EL-GREEN,2025-06-19,2025-07-18,,534.3,86.69,0,Overdue,Actual,No,Cash,
INV-10503,C046,EL-FIX12,2024-01-10,2024-02-01,2024-01-24,436.2,68.75,0,Paid,Estimated,No,Bank Transfer,
INV-10504,C051,EL-VAR,2024-02-21,2024-03-13,,534.3,64.37,10.36,Overdue,Actual,No,Web Banking,
INV-10505,C010,EL-GREEN,2024-03-22,2024-04-14,2024-05-01,1482.6,229.87,0,Late,Actual,No,Cash,
INV-10506,C053,DUAL-SAVE,2025-01-25,2025-02-22,2025-03-19,4676.3,559.3,0,Late,Actual,No,Bank Transfer,
INV-10507,C056,GAS-VAR,2024-01-03,2024-01-29,2024-02-04,688.8,48.56,0,Late,Estimated,No,Bank Transfer,
INV-10508,C049,GAS-VAR,2025-05-05,2025-05-28,2025-05-23,930.4,64.51,0,Paid,Estimated,No,Web Banking,
INV-10509,C025,EL-GREEN,2025-01-07,2025-02-02,2025-01-29,501.9,81.79,0,Paid,Estimated,No,Web Banking,
INV-10510,C052,EL-VAR,2025-07-03,2025-07-28,2025-07-30,975.5,132.96,0,Late,Actual,No,Bank Transfer,
INV-10511,C014,EL-VAR,2025-10-03,2025-10-29,2025-10-23,616.6,69.42,16.17,Paid,Estimated,No,Direct Debit,
INV-10512,C012,EL-FIX12,2024-12-21,2025-01-18,2025-01-15,216.2,36.85,0,Paid,Actual,No,Card,
INV-10513,C007,GAS-VAR,2024-09-20,2024-10-21,2024-10-17,454.3,25.79,7.29,Paid,Actual,No,Direct Debit,
INV-10514,C013,EL-FIX12,2024-09-23,2024-10-17,2024-10-11,698.1,106.73,0,Paid,Estimated,No,Card,
INV-10515,C017,EL-FIX12,2025-06-22,2025-07-13,2025-07-05,908.1,137.18,0,Paid,Actual,No,Cash,
INV-10516,C027,EL-GREEN,2024-07-20,2024-08-13,,1265.1,197.04,0,Overdue,Actual,No,Direct Debit,
INV-10517,C014,EL-VAR,2024-02-12,2024-03-05,2024-03-03,661.9,77.58,13.99,Paid,Actual,Yes,Direct Debit,
INV-10518,C023,GAS-FIX,2024-07-21,2024-08-14,2024-08-09,551,42.92,0,Paid,Actual,No,Card,
INV-10519,C029,EL-VAR,2024-10-14,2024-11-05,2024-11-01,3678.9,489.82,0,Paid,Actual,No,Direct Debit,
INV-10520,C056,EL-GREEN,2025-08-01,2025-08-29,2025-08-25,636.2,102.07,0,Paid,Actual,No,Cash,
INV-10026,C011,EL-VAR,2024-01-05,2024-01-30,2024-01-25,326.1,47.24,0,Paid,Actual,No,Direct Debit,duplicate row for audit
